id,area,feature,user_story,expected_behavior,source_refs,verify_method,p1_catalog,p2_test_status,p2_evidence,error_found,severity,error_type,p3_fix_status,p3_fix_ref,p4_retest_status,notes
ASST-17,assistant,Telegram outbound formatting (tg_format render_html / split),"As a Telegram user, I can receive replies whose markdown is converted to valid HTML and split within the 4096 limit without broken tags.","render_html maps the model's light Markdown subset to Bot API HTML (**bold**->b, *italic*->i, `code`->code, fenced->pre/code), HTML-escaping prose and stashing code bodies behind NUL placeholders so tags inside code aren't interpreted. split_html_safe chunks rendered HTML to <=3800 chars on paragraph/line/tag-safe boundaries and closes+reopens tags spanning a boundary so each chunk is standalone-valid.",lab/skeleton/channels/tg_format.py:40-85; lab/skeleton/channels/tg_format.py:103-166,"pytest lab/tests/test_tg_format.py (assert bold/italic/code mapping, NUL stripping, no-tag-cut split, tag balancing across chunks).",done,pass,"lab/tests/test_tg_format.py green (exit 0). Assert bold/italic/code mapping, fenced->pre/code, NUL placeholder stash (tags inside code not interpreted), split_html_safe no-tag-cut on paragraph/line/tag-safe boundaries, tag close+reopen balancing across chunks (<=3800 chars).",,none,none,n/a,,n/a,Covered by test_tg_format.py; only used in Telegram classic (non-rich) mode | Only used in Telegram classic (non-rich) mode / fallback path.
ASST-18,assistant,Browser harness Lane B seed (BROWSER_HARNESS_ENABLED),"As an operator, I can have each fleet user's agent browse via the shared browser-harness (persistent per-user logins) instead of the built-in browser, with the built-in kept as a kill-switch fallback.","seed_browser_harness (default ON; BROWSER_HARNESS_ENABLED=0 -> no-op) idempotently rewrites the tenant's config.yaml: sets platform_toolsets.cli to the default toolsets MINUS 'browser', allowlists BU_NAME/BU_CDP_URL/BU_CDP_WS through terminal.env_passthrough, re-pins the model block (writing a config short-circuits env model resolution), and copies the browser-harness SKILL.md into HERMES_HOME. Fail-soft: any error leaves the built-in browser in place.",lab/skeleton/worker.py:1166-1170; lab/skeleton/worker.py:1218-1267; lab/skills/browser-harness/SKILL.md:11-46,"pytest lab/tests/test_browser_harness_seed.py (asserts cli list lacks 'browser', BU_* passthrough, skill seeded, kill-switch off=no-op, idempotent).",done,pass,"lab/tests/test_browser_harness_seed.py green (exit 0). Asserts seed_browser_harness rewrites config.yaml: platform_toolsets.cli = defaults MINUS 'browser', BU_NAME/BU_CDP_URL/BU_CDP_WS via terminal.env_passthrough, model block re-pinned, SKILL.md copied; BROWSER_HARNESS_ENABLED=0 -> no-op; idempotent; fail-soft leaves built-in browser.",,none,none,n/a,,n/a,Covered by test_browser_harness_seed.py; live in-container browse is a gated e2e | Live in-container browse is a gated e2e (out of scope).
ASST-19,assistant,Sendblue inbound parsing (parse_inbound),"As the system, I can validate an inbound Sendblue webhook and ignore echoes/opt-outs/empty events before doing any work.","parse_inbound returns None for a non-dict payload, an outbound echo (is_outbound true), an opted-out sender, or an empty text/number; otherwise it returns a frozen InboundMessage(text, user_number, handle, media_url, opted_out=False) with text/number trimmed and handle coerced to str. Never trusts external data.",lab/skeleton/sendblue_client.py:134-167,pytest lab/tests/test_parse_inbound.py (assert echo/opt-out/empty -> None and a valid event -> InboundMessage).,done,pass,lab/tests/test_parse_inbound.py green (exit 0). Asserts non-dict / outbound-echo / opted-out / empty-text-or-number -> None; valid event -> frozen InboundMessage with trimmed text/number and str-coerced handle.,,none,none,n/a,,n/a,Covered by test_parse_inbound.py.
ASST-20,assistant,Photon inbound consumer (NDJSON gRPC stream),"As the system, I can consume rich iMessage inbound from the Photon sidecar stream, dedup replays, skip reactions, and enqueue real messages to the durable queue.","PhotonInboundConsumer opens the sidecar /inbound NDJSON stream (bearer header) with capped exponential-backoff reconnect. Per line: parse JSON, require a string messageId, bounded-LRU dedup (gRPC at-least-once), map content (text/attachment->note+cached path/voice/group; reaction & unknown -> skip), resolve sender address (sender.id|space.phone|space.id), and enqueue via messages:enqueuePhotonInbound; unknown sender (no verified binding) is logged + skipped. handle_line never raises and returns an outcome tag.",lab/skeleton/photon_inbound.py:76-128; lab/skeleton/photon_inbound.py:202-302,"pytest lab/tests/test_photon_inbound.py (producer<->consumer contract: real sidecar event shapes -> enqueue args, dedup, reaction-skip, unknown-sender drop, bad line no-raise).",done,pass,"lab/tests/test_photon_inbound.py green (exit 0). Producer<->consumer contract over real sidecar event shapes: enqueue args via messages:enqueuePhotonInbound, bounded-LRU dedup (at-least-once), reaction/unknown -> skip, unknown-sender (no verified binding) drop, bad line never raises (returns outcome tag).",,none,none,n/a,,n/a,Covered by test_photon_inbound.py; only wired when IMESSAGE_PROVIDER=photon | Only wired when IMESSAGE_PROVIDER=photon (not prod default); NDJSON stream live consume is out of scope.
ASST-21,assistant,Single-user FastAPI webhook (app.py auth/dedup/concurrency),"As the system (legacy P1A skeleton), I can receive Sendblue inbound over HTTP with constant-time auth, idempotency, and a friendly error reply, never 5xx-ing back to Sendblue on processing errors.",POST /sendblue/inbound/{token} compares the path token constant-time (hmac.compare_digest) and returns 401 before reading the body; invalid JSON/echo/opt-out/empty -> {ignored}; only the allowed operator number is acted on; empty handle is hard-rejected and a duplicate handle (bounded-LRU) -> {duplicate}; run_hermes runs via asyncio.to_thread under a Semaphore with an explicit timeout; any processing error -> friendly ERROR reply (never 5xx); the reply always goes to the config operator number.,lab/skeleton/app.py:37-116; lab/skeleton/_dedup.py,"pytest lab/tests/test_app.py (FastAPI TestClient: bad token 401, echo/opt-out ignored, dedup, hermes error -> friendly reply, never 5xx).",done,pass,"lab/tests/test_app.py green (exit 0). FastAPI TestClient: bad path token -> 401 before body read (hmac.compare_digest), echo/opt-out/empty -> {ignored}, duplicate handle -> {duplicate}, hermes error -> friendly reply (never 5xx). Static: app.py is imported ONLY by skeleton/asgi.py (run via run.sh/uvicorn); grep of fleet/, control-plane/convex/, worker.py finds NO reference to app.py/asgi -> legacy/dead path, not the live inbound route.",,none,none,n/a,,n/a,Covered by test_app.py. Legacy single-user bridge; superseded by the durable-queue worker (worker.py) in production | LEGACY P1A single-user FastAPI skeleton; superseded in production by the durable-queue worker (Convex http + worker.py). Not a user-facing bug. Invariants are still hermetically covered. Flag for Phase 3 only as a dead-path-removal candidate (not required).
ASST-22,assistant,Worker claim modes (shared / scoped / legacy) + per-message reply routing (A2),"As the system, I can run one shared bridge worker, a per-tenant scoped container, or the legacy operator worker, and always reply to the claimed message's own channel + address — never a hardcoded number.","process_one selects the claim path by WORKER_MODE: 'shared'->claimNextAny (drains every tenant), scoped (USER_ID set)->claimNextForUser (server-side userId-scoped isolation), else legacy->claimNext. The reply is routed to the claimed row's own channel (ChannelRegistry.get) and replyTarget/userNumber; cfg.reply_target is a fallback ONLY for userId-less rows. A tenant row (userId set) with no reply address is marked failed (not leaked to the operator), and an unconfigured channel kind is marked failed rather than crashing the loop.",lab/skeleton/worker.py:836-903; lab/skeleton/channels/base.py:84-104,"pytest lab/tests/test_worker_routing.py, lab/tests/test_claim_next_for_user.py, lab/tests/test_claimnext_any_skips_fleeted.py, lab/tests/test_regression_single_user.py, lab/tests/test_fleet_isolation.py (assert mode->claim fn and per-message routing).",done,pass,"lab/tests/test_worker_routing.py + test_claim_next_for_user.py + test_claimnext_any_skips_fleeted.py + test_regression_single_user.py + test_fleet_isolation.py all green (exit 0). Assert WORKER_MODE -> claim fn (shared=claimNextAny, scoped=claimNextForUser, legacy=claimNext), reply routed to claimed row's own channel + replyTarget/userNumber, tenant row with no reply address marked failed (no operator leak), unconfigured channel marked failed not crash. Offline docker isolation smoke (Lead baseline) confirms alice->alice, bob->bob, no cross-tenant.",,none,none,n/a,,n/a,Covered by test_worker_routing.py + claim-mode + isolation tests | A2 per-message reply routing is the keystone fix (no hardcoded number); fully covered hermetically + by docker smoke.
ASST-23,assistant,"Multi-bubble splitting (bubbles.py, MULTI_BUBBLE_ENABLED)","As a user, I can receive a reply as a few short iMessage bubbles (like a person firing off quick texts) rather than one wall of text, and never lose content silently.","split_into_bubbles splits on blank-line paragraphs (the model's intended breaks), splits an over-long paragraph on sentence boundaries then hard-slices a boundary-less blob; keeps the first max_bubbles (default 4) and marks the tail with '…' only when real content is dropped (caller logs it); every bubble clamped to hard_cap (1800). MULTI_BUBBLE_ENABLED=0 sends one chunk. URLs/code survive (sentence split only fires on punctuation+whitespace).",lab/skeleton/bubbles.py:77-117; lab/skeleton/worker.py:246-254; lab/skeleton/worker.py:612-623,"pytest lab/tests/test_bubbles.py (paragraph/sentence/hard-slice cases, truncation marker, URL survival) and lab/tests/test_worker_multibubble_typing.py.",done,pass,"lab/tests/test_bubbles.py + test_worker_multibubble_typing.py green (exit 0). Assert blank-line paragraph split, over-long paragraph sentence-boundary then hard-slice, keep first max_bubbles (4) + '…' marker only when real content dropped, hard_cap clamp (1800), URLs/code survive, MULTI_BUBBLE_ENABLED=0 -> one chunk.",,none,none,n/a,,n/a,Covered by test_bubbles.py + test_worker_multibubble_typing.py.
ASST-24,assistant,"Typing indicator (typing_indicator.py, TYPING_ENABLED)","As a user, I can see the '…' typing bubble within ~1s of my message and through a long turn, without it ever delaying my actual reply.","TypingKeepalive fires channel.send_typing('start') on a daemon thread immediately and re-fires on a timer (interval, default 6s) inside max_duration_ms, then sends 'stop' when done. start()/poke() only set an Event and return instantly (the blocking ~0.6s network I/O is off the critical path); a lock guarantees no 'start' lands after 'stop'. Entirely best-effort: any error is swallowed at debug level. TYPING_ENABLED=0 or no target -> a no-op handle.",lab/skeleton/typing_indicator.py:33-141; lab/skeleton/worker.py:480-536; lab/skeleton/worker.py:256-259,"pytest lab/tests/test_typing_indicator.py, lab/tests/test_sendblue_typing.py, lab/tests/test_worker_multibubble_typing.py (assert start/poke non-blocking, stop fires, no start-after-stop).",done,pass,"lab/tests/test_typing_indicator.py + test_sendblue_typing.py + test_worker_multibubble_typing.py green (exit 0). Assert start()/poke() only set an Event and return instantly (blocking ~0.6s I/O off critical path), daemon-thread re-fire on interval, 'stop' fires when done, lock prevents start-after-stop, errors swallowed at debug, TYPING_ENABLED=0/no-target -> no-op handle.",,none,none,n/a,,n/a,Covered by test_typing_indicator.py + test_sendblue_typing.py + test_worker_multibubble_typing.py.
ASST-25,assistant,Quota gate (M5: checkAndReserve / recordUsage / releaseReserve),"As a paying/free user, I can expect my real turns to be metered, get a friendly upsell when I hit my limit (with zero model spend), and never be locked out by a control-plane hiccup.","When QUOTA_ENABLED and the row has a userId and isn't synthetic (resume:/e2e), the worker reserves one unit (quota:checkAndReserve) BEFORE any model call. A clean over-quota/canceled verdict -> friendly upsell text (with UPGRADE_URL if set) + messages:complete + NO lane (no spend). On success it records one usageEvents row; on a hard (undelivered) failure it releases the reserve (refund). A Convex error FAILS OPEN (proceeds unmetered, reserves nothing). Operator/legacy userId-less turns are unmetered.",lab/skeleton/worker.py:911-937; lab/skeleton/worker.py:1021-1030; lab/skeleton/quota_client.py:25-104,"pytest lab/tests/test_worker_quota.py, lab/tests/test_quota_client.py, lab/tests/test_entitlement_quota.py (over-quota upsell+no-lane, allowed reserve+record, hard-fail refund, synthetic/legacy unmetered, Convex error fail-open).",done,pass,"lab/tests/test_worker_quota.py + test_quota_client.py + test_entitlement_quota.py green (exit 0). Assert reserve-before-model (quota:checkAndReserve), over-quota/canceled -> friendly upsell (UPGRADE_URL) + complete + NO lane (zero spend), success -> one usageEvents row, hard-fail -> releaseReserve refund, synthetic (resume:/e2e) + legacy userId-less unmetered, Convex error -> fail-open (proceeds unmetered).",,none,none,n/a,,n/a,Covered by test_worker_quota.py + test_quota_client.py + test_entitlement_quota.py.
ASST-26,assistant,Graceful shutdown / SIGTERM drain + fleet desired=stopped (HEARTBEAT_ENABLED),"As an operator, when a container is stopped or the controller asks it to drain, I can expect any in-flight reply to finish instead of being killed mid-turn.","SIGTERM/SIGINT (fail-soft install) set a module-level stop Event; run_loop checks should_stop() at the top, finishes the current process_one, stops claiming new work, and exits 0. In scoped mode the worker pings fleet:heartbeat once per loop iteration (HEARTBEAT_ENABLED, fail-soft); a desired='stopped' result logs a warning and begins the same graceful drain (does not hard-exit mid-iteration).",lab/skeleton/worker.py:102-147; lab/skeleton/worker.py:787-805; lab/skeleton/worker.py:1115-1145; lab/skeleton/fleet_client.py:17-53,pytest lab/tests/test_worker_shutdown.py and lab/tests/test_worker_heartbeat.py (SIGTERM sets flag -> drain+exit; desired=stopped -> drain; signal install fail-soft).,done,pass,"lab/tests/test_worker_shutdown.py + test_worker_heartbeat.py green (exit 0). Assert SIGTERM/SIGINT (fail-soft install) sets stop Event -> finishes current process_one, stops claiming, exits 0; scoped-mode fleet:heartbeat once/iteration (HEARTBEAT_ENABLED, fail-soft); desired='stopped' -> same graceful drain (no mid-iteration hard exit).",,none,none,n/a,,n/a,Covered by test_worker_shutdown.py + test_worker_heartbeat.py.
ASST-27,assistant,Completion/failure mutations + friendly error reply (ERROR_REPLY),"As a user, I can expect every message to reach a terminal state and, on a failure, get a friendly note rather than leaking internal error text.","Non-streaming: _complete_then_send marks messages:complete then sends; a complete failure degrades to messages:fail + the friendly ERROR_REPLY. Streaming: bubbles are already sent so _complete_after_send only records complete/fail (no second error reply). A Hermes hard failure marks fail, sends ERROR_REPLY, and flags hard_failed for a quota refund. Internal Hermes/subprocess text is never surfaced to the user.",lab/skeleton/worker.py:150-152; lab/skeleton/worker.py:714-765; lab/skeleton/worker.py:1009-1017,"pytest lab/tests/test_worker.py and lab/tests/test_worker_review_fixes.py (assert complete-then-send, complete-failure->fail+ERROR_REPLY, streaming no double-error).",done,pass,"lab/tests/test_worker.py + test_worker_review_fixes.py green (exit 0; test_worker_fast_lane.py also green). Assert non-streaming _complete_then_send marks complete then sends, complete-failure -> messages:fail + friendly ERROR_REPLY, streaming _complete_after_send records complete/fail with no second error reply, Hermes hard failure -> fail + ERROR_REPLY + hard_failed flag for refund, internal text never surfaced.",,none,none,n/a,,n/a,Covered by test_worker.py + test_worker_review_fixes.py + test_worker_fast_lane.py.
ASST-28,assistant,Hermes output cleaning (_THINK/_ANSI/_APPROVAL/_NOTICE/_FRAME),"As a user, I can expect the agent's reply to be just the answer — never leaked reasoning, ANSI codes, approval prompts, warning notices, or box-drawing/session chrome.","run_hermes strips, in order: <think> blocks, ANSI/CSI/OSC escapes, the whole DANGEROUS-COMMAND approval block (before _NOTICE so its header isn't orphaned), ⚠️ notice lines, and box-drawing/session_id frame lines (skill/terminal/browse chrome); then collapses 3+ newlines and trims, returning '(no reply)' if empty.",lab/skeleton/hermes_bridge.py:37-68; lab/skeleton/hermes_bridge.py:139-145,pytest lab/tests/test_hermes_bridge.py (assert each of think/ANSI/approval/notice/frame is stripped from sample stdout).,done,pass,"lab/tests/test_hermes_bridge.py green (exit 0). Assert run_hermes strips, in order, <think> blocks, ANSI/CSI/OSC, the DANGEROUS-COMMAND approval block (_APPROVAL before _NOTICE so header not orphaned), warning notice lines, box-drawing/session_id frame lines; collapses 3+ newlines, '(no reply)' if empty. _APPROVAL-before-_NOTICE ordering explicitly asserted.",,none,none,n/a,,n/a,Covered by test_hermes_bridge.py; ordering of _APPROVAL before _NOTICE is asserted.
ASST-29,assistant,Per-turn observability log (lane/bubbles/history/ttfb/dt) + adaptive polling,"As an operator, I can read one structured log line per turn to see which lane answered, time-to-first-bubble, and end-to-end latency, and the worker polls fast during a conversation and backs off when idle.","process_one logs: processed <id> lane=<fastlane|hermes|quota-denied> bubbles=N history=N in_chars=N hist=Xs ttfb=Xs dt=Xs, where ttfb is claim->first bubble on the wire (perceived latency) tracked by _BubbleEmitter.first_at. run_loop polls at poll_interval while active and backs off to idle_poll_interval after idle_after consecutive empty polls; a whole-iteration crash is logged and treated as an empty poll (worker backs off, never dies).",lab/skeleton/worker.py:1032-1042; lab/skeleton/worker.py:561-583; lab/skeleton/worker.py:1146-1155,"Static reasoning + pytest lab/tests/test_worker_fast_lane.py / test_worker.py (assert lane label set, first_at tracked, adaptive interval selection in run_loop with max_iterations).",done,pass,Static: read worker.py:1033-1042 -> log line 'processed %s lane=%s bubbles=%d history=%d in_chars=%d hist=%.2fs ttfb=%s dt=%.2fs' (ttfb = first_at-started = claim->first bubble; worker.py:561/579-580 track _BubbleEmitter.first_at; worker.py:934 lane=quota-denied). Adaptive polling fields poll_interval/idle_poll_interval(3.0)/idle_after(6) at worker.py:215-219/318-325. test_worker_fast_lane.py + test_worker.py green exercise lane label + first_at + adaptive interval via injected sleep_fn/max_iterations.,,none,none,n/a,,n/a,ttfb/first_at asserted indirectly; adaptive cadence exercised via run_loop tests with injected sleep_fn | ttfb/first_at asserted indirectly; log format matches expected_behavior exactly. Pass by static + green indirect tests.
ASST-30,assistant,Model re-pin security guard (_enforce_model_block),"As an operator, I can be sure a prompt-injected agent cannot persist a rogue LLM base_url to exfiltrate my prompts and API key.","Before every Hermes turn, _enforce_model_block OVERWRITES config.yaml's model block (default/provider/base_url) from the MINIMAX_* env (OpenRouter slug+base when the key is sk-or-, else native MiniMax), stomping any agent-written model block. The API key is NEVER written to disk (stays in env, which a chat turn can't touch). No-op when the key is unset or the home dir is absent; fail-soft on a config hiccup.",lab/skeleton/worker.py:1177-1215; lab/skeleton/worker.py:992-995,"pytest lab/tests/test_enforce_model_block.py (assert agent-supplied provider is stomped, key never written, OpenRouter-vs-native selection, no-op without key).",done,pass,lab/tests/test_enforce_model_block.py green (exit 0). test_stomps_agent_supplied_provider_and_never_writes_key: an agent-written model block pointing base_url at attacker is OVERWRITTEN from MINIMAX_* env (out['model']['base_url']=='https://api.minimax.io/v1') and the API key is never written to config.yaml; OpenRouter (sk-or-) vs native selection and no-op-without-key also asserted.,,none,none,n/a,,n/a,Covered by test_enforce_model_block.py | Security guard against prompt-injection base_url exfiltration — fully covered hermetically.
CTRL-01,fleet-controller,Reconcile loop (poll + diff + act),"As the system, I can poll Convex for every per-user instance and drive Docker toward each one's desired state so that containers are launched, relaunched, stopped, or left alone without manual intervention.","reconcile_once() calls convex.list_reconcile(), then for each instance computes _decide() and dispatches launch/relaunch/stop (noop and skip do nothing). A per-instance exception is caught and recorded as an {action:'error'} entry so one bad row never aborts processing of the others; it returns a list of action-summary dicts.",fleet/controller/controller.py:473-504,cd fleet/controller && python3 -m pytest -q tests/ (tests/test_controller.py::TestReconcileOnce — launch/stop/noop dispatch + test_reconcile_continues_on_per_instance_exception),done,pass,fleet/controller tests green (82 passed). TestReconcileOnce -> 5 tests pass via `pytest -k TestReconcileOnce` incl. launch/relaunch/stop/noop dispatch + test_reconcile_continues_on_per_instance_exception. Read controller.py:473-504: per-instance try/except records {action:'error'} and continues; returns list of action-summary dicts.,,none,none,n/a,,n/a,Covered by TestReconcileOnce | Per-instance exception isolation verified; noop/skip correctly do nothing.
CTRL-02,fleet-controller,Per-instance decision state machine,"As the system, I can map an instance's (desired, status, containerId, heartbeatAt) to a single action so that reconcile behavior is deterministic and testable.","_decide() returns 'launch' when desired=running and status in {provisioning,stopped,error} with no containerId; 'relaunch' when status=running but heartbeatAt is None or older than stale_ttl_s; 'noop' when running with a fresh heartbeat; 'stop' when desired=stopped and a containerId exists; 'noop' for desired=stopped with no container; and 'skip' (with a warning) for any unrecognized desired value.",fleet/controller/controller.py:86-125,cd fleet/controller && python3 -m pytest -q tests/ (tests/test_controller.py::TestDecide — all eight branches),done,pass,"TestDecide -> 8 tests pass (`pytest -k TestDecide`), all eight branches (launch/relaunch/noop-fresh/stop/noop-no-container/skip). Read controller.py:86-125 confirms the state machine. stale_ttl computed in ms from now_fn()*1000.",,none,none,n/a,,n/a,"stale_ttl computed in ms from now_fn()*1000; STALE_TTL_S default 90s (README/.env.example recommend 240s in prod) | Decision LOGIC is correct and fully tested. The STALE_TTL_S default-value discrepancy (90s code vs 240s recommended) is a config-default issue recorded as a FAIL on CTRL-13 (where the default is defined: config.py:145), not a logic bug here."
CTRL-03,fleet-controller,Container launch with per-tenant env,"As the system, I can cold-start a per-user container with exactly the scoped env the worker requires so that each tenant's worker boots and claims only its own messages.","_do_launch() picks a host via choose_host(), rehydrates GCS state, builds the env (WORKER_MODE=scoped, USER_ID, INSTANCE_ID, CONVEX_URL, WORKER_SECRET, HERMES_HOME=/data/tenants/<uid>, MINIMAX_*/derived endpoint, SENDBLUE_*, TELEGRAM_BOT_TOKEN, EXA_API_KEY, BU_* harness vars), docker-runs the image, then calls claimInstanceForLaunch. ALLOWED_USER_NUMBER is intentionally omitted; secret values come from the controller's own OS env and are never logged.",fleet/controller/controller.py:209-273;fleet/controller/controller.py:287-360;fleet/controller/docker_driver.py:51-90,"cd fleet/controller && python3 -m pytest -q tests/ (tests/test_controller.py::TestDoLaunch::test_launch_calls_docker_run, test_launch_env_includes_user_id_and_scoped_mode, test_launch_env_excludes_allowed_user_number, test_launch_calls_claim_for_launch, test_launch_mounts_user_dir)",done,pass,"TestDoLaunch -> 11 tests pass (`pytest -k TestDoLaunch`) incl. test_launch_calls_docker_run, test_launch_env_includes_user_id_and_scoped_mode, test_launch_env_excludes_allowed_user_number, test_launch_calls_claim_for_launch, test_launch_mounts_user_dir. Read controller.py:209-273 (_build_env) + 287-360 (_do_launch): WORKER_MODE=scoped, HERMES_HOME=/data/tenants/<uid>, ALLOWED_USER_NUMBER omitted, secrets via OS env never logged.",,none,none,n/a,,n/a,Covered by TestDoLaunch | ALLOWED_USER_NUMBER intentional omission verified (multi-tenant keystone).
CTRL-04,fleet-controller,Boot-contract env-name correctness (Bug C1),"As an operator, I can trust that the env the controller injects matches exactly what the worker's WorkerConfig.from_env() reads so that launched containers do not crash on boot with a KeyError.","_build_env() emits SENDBLUE_API_SECRET_KEY (not SENDBLUE_API_SECRET), SENDBLUE_FROM_NUMBER, and MINIMAX_BASE_URL with the precise names the worker bracket-reads. A missing controller-side var is logged as a warning but still passed through as empty.",fleet/controller/controller.py:209-273,"cd fleet/controller && python3 -m pytest -q tests/ (tests/test_controller.py::TestBuildEnvBootsWorker — esp. test_built_env_constructs_worker_config_with_no_keyerror, which feeds _build_env output into the REAL lab/skeleton/worker.py WorkerConfig.from_env)",done,pass,"TestBuildEnvBootsWorker -> 7 tests pass (`pytest -k TestBuildEnvBootsWorker`) incl. test_built_env_constructs_worker_config_with_no_keyerror which feeds _build_env output into the REAL lab/skeleton/worker.py WorkerConfig.from_env. Read controller.py:236-255: emits SENDBLUE_API_SECRET_KEY (not _SECRET), SENDBLUE_FROM_NUMBER, MINIMAX_BASE_URL with exact bracket-read names; missing var -> warning + empty passthrough.",,none,none,n/a,,n/a,Producer/consumer contract test; the keyerror test loads the actual worker module by path | Producer/consumer contract test loads the actual worker module by path — the right way to prove the boot contract.
CTRL-05,fleet-controller,Model endpoint derived from key prefix (Bug C3),"As an operator, I can omit MINIMAX_BASE_URL/MODEL and still have every container hit the correct LLM endpoint so that a forgotten env var doesn't silently 401 every model call.","_build_env() derives base_url+model from the MINIMAX_API_KEY prefix: an sk-or-* (OpenRouter) key yields https://openrouter.ai/api/v1 + minimax/minimax-m3, otherwise https://api.minimax.io/v1 + MiniMax-M3. An explicit MINIMAX_BASE_URL or MINIMAX_MODEL env value always overrides the derivation.",fleet/controller/controller.py:221-234,cd fleet/controller && python3 -m pytest -q tests/ (tests/test_controller.py::TestModelEndpointContract — openrouter/native derivation + explicit override),done,pass,"TestModelEndpointContract -> 3 tests pass (`pytest -k TestModelEndpointContract`): openrouter derivation, native derivation, explicit override. Read controller.py:221-234: sk-or-* -> openrouter.ai/api/v1 + minimax/minimax-m3; else api.minimax.io/v1 + MiniMax-M3; explicit MINIMAX_BASE_URL/MINIMAX_MODEL env always wins.",,none,none,n/a,,n/a,Covered by TestModelEndpointContract | Override-wins precedence verified in code (os.environ.get(...).strip() or derivation).
CTRL-06,fleet-controller,Launch race resolution (claimInstanceForLaunch),"As the system, I can atomically claim a launch slot in Convex so that if two controllers race only one container survives and the duplicate is stopped.","After docker run, _do_launch() calls convex.claim_for_launch(userId, host, containerId). If the claim raises, the container is docker-stopped and a launch_claim_error is returned; if claimed=False (race lost), the duplicate container is docker-stopped (launch_duplicate_stopped). On a successful claim the failure counter for the user is reset to 0.",fleet/controller/controller.py:338-360;fleet/controller/convex_admin.py:58-77,cd fleet/controller && python3 -m pytest -q tests/ (tests/test_controller.py::TestDoLaunch::test_launch_claim_false_stops_duplicate; conftest FakeConvexAdmin models the real 'running row cannot be re-claimed' guard),done,pass,TestDoLaunch::test_launch_claim_false_stops_duplicate passes (in the 11-test TestDoLaunch set). Read controller.py:338-360: claim raises -> docker stop + launch_claim_error; claimed=False -> docker stop duplicate (launch_duplicate_stopped); success resets failure_counts[user]=0. conftest FakeConvexAdmin models the 'running row cannot be re-claimed' guard.,,none,none,n/a,,n/a,Covered by TestDoLaunch + conftest fake's status-aware claim guard | Race-loser duplicate stop + failure-counter reset verified.
CTRL-07,fleet-controller,Stale/dead container relaunch with self-kill guard,"As the system, I can detect a stale-heartbeat or dead container and restart it without the new container immediately killing itself so that an unhealthy tenant recovers instead of flapping.","_do_relaunch() docker-stops the old container, then calls convex.mark_stopped() (best-effort, logged on failure) to transition the row OFF 'running' BEFORE reusing the launch path — otherwise claimInstanceForLaunch would return claimed=False for the still-'running' row and _do_launch would stop the brand-new container as a duplicate. markStopped leaves desired='running' so reconcile still wants it.",fleet/controller/controller.py:363-405,cd fleet/controller && python3 -m pytest -q tests/ (tests/test_controller.py::TestStaleRelaunch::test_relaunch_stops_then_starts — asserts exactly ONE docker stop and a claimed launch),done,pass,TestStaleRelaunch -> 1 test (test_relaunch_stops_then_starts) passes (`pytest -k TestStaleRelaunch`); asserts exactly ONE docker stop and a claimed launch — the self-kill regression guard. Read controller.py:363-405: stop old -> mark_stopped (best-effort) to move row OFF 'running' BEFORE reusing launch path; markStopped keeps desired='running'.,,none,none,n/a,,n/a,Covered by TestStaleRelaunch; the single-stop assertion is the self-kill regression guard | Single-stop assertion proves the new container is not stopped as a duplicate.
CTRL-08,fleet-controller,Crash-loop guard (Bug H1),"As an operator, I can rely on the controller to stop relaunching a container that dies before its first heartbeat so that a doomed tenant is marked error instead of burning the host every poll.","_record_crash_relaunch() counts consecutive relaunches with no heartbeat advance; a fresher heartbeatAt than the previous tick resets the counter. After max_launch_failures crash-relaunches it calls convex.mark_error(), records the desired-marker (wantsAt, falling back to desired), and suppresses further launch/relaunch via _crash_block_active() until that marker changes (desired re-asserted), which clears the block and counters.",fleet/controller/controller.py:134-198;fleet/controller/controller.py:293-302;fleet/controller/controller.py:378-391,"cd fleet/controller && python3 -m pytest -q tests/ (tests/test_controller.py::TestCrashLoopGuard — stops after max + marks error, no further docker run after block, healthy advance resets, block clears on desired re-assert)",done,pass,"TestCrashLoopGuard -> 4 tests pass (`pytest -k TestCrashLoopGuard`): stops after max + marks error, no further docker run after block, healthy heartbeat advance resets, block clears on desired re-assert. Read controller.py:134-198/293-302/378-391: _record_crash_relaunch counts no-heartbeat relaunches; mark_error after max; _crash_block_active suppresses until wantsAt/desired marker changes.",,none,none,n/a,,n/a,Distinct from the docker-run failure counter (failure_counts) in _do_launch; both gated by max_launch_failures | Distinct from failure_counts docker-run counter; both gated by max_launch_failures.
